product_name_ar,product_name_en,store_product_id,product_id,sale_price
اتوريزا 20 / 10 مجم 21 اقراص,ATOREZA 20 / 10 MG 21 F.C. TAB.,2601810.0,1347.0,141.0
اتوريزا 40 / 10 مجم 28 اقراص,ATOREZA 40 / 10 MG 28 F.C. TAB.,2165502.0,1348.0,210.0
اتوريزا 80 / 10 مجم 28 اقراص,ATOREZA 80 / 10 MG 28 F.C. TAB,1173128.0,78242.0,210.0
اتوريكوكس هيكسال 120 مجم 10 اقراص,ETORICOX HEXAL 120 MG 10 TABS,2291951.0,126147.0,124.0
اتوريكوكس هيكسال 60 مجم 30 اقراص,ETORICOX HEXAL 60 MG 30 F.C.TABS,1937296.0,71951.0,285.0
اتوريكوكس هيكسال 90 مجم 30 اقراص,ETORICOX HEXAL 90 MG 30 F.C.TABS,1686517.0,71952.0,306.0
اتوزيت 10 / 10 مجم 30 اقراص,ATOZET 10 / 10 MG 30 F.C. TAB.,2637060.0,1353.0,666.0
اتوزيت 10 / 20 مجم 30 اقراص,ATOZET 20 / 10 MG 30 F.C. TAB.,2684267.0,1354.0,759.0
اتوزيت 10 / 40 مجم 30 اقراص,ATOZET 40 / 10 MG 30 F.C. TAB.,2626796.0,1355.0,807.0
اتوفليوس غسول نسائي 250 مل,ATTOVELOCE FEMININE CLEANSER 250 ML,2407624.0,137426.0,85.0
اتوفيلوس ابو فاس مرهم,ATTOVELOCE OINT 50 GM,2682779.0,,95.0
اتوفيلوس بانثينول جل 50 جم,ATTOVELOCE PANTHENOL GEL 50 GM,1792741.0,127459.0,60.0
اتوفيلوس جل مزلق بديل كي واي,ATTOVELOCE PANTHENOL GEL 50 GM,2338509.0,,125.0
اتوفيلوس كريم بلس يوريا,ATTOVELOCE DIAPER CREAM 50 MG,2314988.0,,70.0
اتوفيلوس كلاميل لوشن 100 مل,ATTOVELOCE CALAMINE LOTION 100 ML,1792743.0,127460.0,55.0
اتوفيلوس كلنسر,ATTOVELOCE CALAMINE LOTION 100 ML,2682780.0,,150.0
اتوفيلوس مرهم 50 جم,ATTOVELOCE OINT 50 GM,1792744.0,80492.0,65.0
اتوكوكسام 60 مجم 21 اقراص,ETOCOXAM 60 MG 21 TAB,2293071.0,126061.0,168.0
اتوكوكسام 90 مجم 21 اقراص,ETOCOXAM 90 MG 21 TAB,2382983.0,126060.0,174.0
اتومافوتكس 10 مجم 30 كبسول,ATOMAFUTIX 10 MG 30 CAPS.,2497523.0,1331.0,78.0
اتومافوتكس 25 مجم 30 كبسول,ATOMAFUTIX 25 MG 30 CAPS.,2522494.0,1332.0,201.0
اتومافوتكس 40 مجم 30 كبسول,ATOMAFUTIX 40 MG 30 CAPS.,1858572.0,1333.0,259.5
اتومافيوتكس شراب 100 مل,ATOMAFUTIX ORAL SOLUTION 100 ML,2569328.0,80453.0,119.0
اتوموريلاكس 20 مجم / 5 مل شراب 100 مل,ATOMORELAX 20 MG / 5 ML SYRUP 100 ML,942903.0,1334.0,128.0
اتوموكس ابكس 10 مجم 30 كبسول,ATOMOXAPEX 10 MG 30 CAPS.,901732.0,1335.0,129.0
اتوموكس ابكس 18 مجم 30 كبسول,ATOMOXAPEX 18 MG 30 CAPS.,901733.0,1336.0,171.0
اتوموكس ابكس 25 مجم 30 كبسول,ATOMOXAPEX 25 MG 30 CAPS.,901734.0,1337.0,252.0
اتوموكس ابكس 4 مجم / مل شراب 100 مل,ATOMOXAPEX 4 MG / ML SYRUP 100 ML,1916956.0,71833.0,120.0
اتوموكس ابكس 40 مجم 30 كبسول,ATOMOXAPEX 40 MG 30 CAPS.,2144641.0,1338.0,333.0
اتوموكس ابكس 60 مجم 30 كبسول,ATOMOXAPEX 60 MG 30 CAP.,2671793.0,1339.0,414.0
