code,drug_name,matched_product_name_en,matched_product_name_ar,matched_store_product_id,match_score,verified,match_method,ai_confidence,ai_review_confidence
89197,healiorptic 100mg 20tablets,,,,,,no_match,,
49703,HEALOSOL SPRAY 150 ML,HEALOSOL 2 % TOPICAL SPRAY 150 ML,هيلوسول 2 % بخاخ موضعي 150 مل,1471562.0,100.0,algo_match,token_set_ratio,,
73846,HEALSEC 10 MG 14 CAP,HEALSEC 10 MG 14 CAPS,هيلسك 10 مجم 14 كبسول,,97.6,algo_match,brand_index,,
73507,HEALSEC 20 MG 14 CAP,HEALSEC 20 MG 14 CAPS,هيلسك 20 مجم 14 كبسول,,97.6,algo_match,brand_index,,
57726,HEALSEC 40 MG 14 CAP,HEALSEC 40 MG 14 CAPS.,هيلسك 40 مجم 14 كبسول,,97.6,algo_match,brand_index,,
92711,HEALTHFEROL 30 TABS,HEALTHFEROL D 3 + K 2 30 TABS,هيلثفيرول دي 3 ك 2 30 اقراص,2353980.0,100.0,algo_match,token_set_ratio,,
85214,healthy B C,HEALTHY BC 30 TAB,هيلثي بي سي 30 اقراص,2645883.0,90.9,algo_match,partial_token_sort_ratio,,
47154,HEBITAXIME 1000MG VIAL,,,,,,no_match,,
61790,HELARIUM CREAM 15 GM,HELARIUM CREAM 15 GM,هيلاريم كريم 15 جم,2668508.0,100.0,algo_match,brand_index,,
46418,HELARIUM CREAM 30 GM,HELARIUM CREAM 30 GM,هيلاريم كريم 30 جم,2233086.0,100.0,algo_match,brand_index,,
66038,HELERTEX CREAM 30 GM,HELERTEX CREAM 30 GM,هيلرتكس كريم 30 جم,1428033.0,100.0,algo_match,brand_index,,
49578,HELERTEX CREAM 50 GM,HELERTEX CREAM 50 GM,هيلرتكس كريم 50 جم,1857140.0,100.0,algo_match,brand_index,,
23006,HELI-CURE 500/20/500 MG 14 E.C. TAB,,,,,,no_match,,
87109,helpa 20 tablet,,,,,,no_match,,
73319,HEMOCLAR CREAM 30 GM,HEMOCLAR 0.5 % CREAM 30 GM,هيموكلار 0.5 % كريم 30 جم,2653461.0,87.0,ai_confirmed,ai_verified,0.0,
87401,HEPACHAIN 30 TAB,HEPACHAIN 30 F.C.TABS.,هيباتشين 30 اقراص,2157889.0,86.5,ai_confirmed,ai_verified,0.0,
18895,HEPAMARIN 140MG 30 CAPS,HEPAMARIN 140 MG 30 CAPS.,هيبامارين 140 مجم 30 كبسول,2343084.0,100.0,algo_match,brand_index,,
58993,HEPARIN SODIUM 3 AMP,HEPARIN SODIUM CID 5000 I.U. / ML 6 S.C. AMP.,هيبارين صوديوم سيد 5000 وحده / مل 6 امبول,1659793.0,94.7,algo_match,token_set_ratio,,
23122,HEPATICUM 30CAP,HEPATICUM 140 MG 30 CAPS,هيباتيكم 140 مجم 30 كبسول,,80.0,ai_confirmed,ai_verified,0.0,
17106,HEPATICUM SYRUP,,,,,,no_match,,
65523,HEPATO-FORTE 30 CAP,HEPATO FORTE 30 CAPS,هيباتو فورت 30 كبسول,2386384.0,97.4,algo_match,brand_index,,
90894,HEPTA CARBAMIDE BODY LOTION 120 ML,HEPTA CARBAMIDE BODY LOTION 120 ML,هيبتا كارباميد لوسيون للجسم 120 مل,2342954.0,100.0,algo_match,brand_index,,
85097,HEPTA CARBAMIDE CREAM 50 GM,,,,,,no_match,,
91997,HEPTA CARBAMIDE TWENTY WITH 20% UREA 50GM,HEPTA CARBAMIDE TWENTY WITH 20 % UREA CREAM 50 GM,هيبتا كارباميد توينتي 20 % يوريا كريم 50 جرام,2583547.0,90.1,algo_match,brand_index,,
83228,HEPTA PANTHENOL 50mg CREAM,HEPTA PANTHENOL MAX CREAM 50 GM,هيبتا بانثينول ماكس كريم 50 جم,2140483.0,89.7,ai_confirmed,ai_verified,0.0,
90351,HEPTA PANTHENOL CREAM MAX FOR FACE AND BODY,HEPTA PANTHENOL MAX CREAM 50 GM,هيبتا بانثينول ماكس كريم 50 جم,2140483.0,89.3,ai_confirmed,ai_verified,0.0,
91326,hepta panthenol cream pink 50 gm,HEPTA PANTHENOL PINK CREAM 50 GM,هيبتا بانثينول بينك كريم 50 جم,2673056.0,100.0,algo_match,brand_index,,
83306,HEPTA PANTHENOL HAIR CREAM 100GM,HEPTA PANTHENOL HAIR CREAM 100 GM,بانثينول هيبتا سيرم للشعر ستار,2585164.0,100.0,algo_match,brand_index,,
91327,hepta panthenol hair mask 300 gm,HEPTA PANTHENOL HAIR MASK 300 GM,هيبتا بانثينول ماسك للشعر 300 جم,1991768.0,100.0,algo_match,brand_index,,
89124,HEPTA PANTHENOL HAIR OIL 120 ML,HEPTA PANTHENOL HAIR OIL 120 ML,هيبتا بانثينول زيت للشعر 120 مل,2476293.0,100.0,algo_match,brand_index,,
85210,HEPTA PANTHENOL KIDS HAIR CREAM 100 GM,HEPTA PANTHENOL KIDS HAIR CREAM 100 GM,بانثينول هيبتا كريم شعر كبار جديد 185,2685214.0,100.0,algo_match,brand_index,,
90349,HEPTA PANTHENOL PLUS CARBAMIDE,HEPTA PANTHENOL PLUS CARBAMIDE CREAM 50 GM,بانثينول هيبتا بلس كارباميد,2628713.0,83.3,ai_confirmed,ai_verified,0.0,
91827,HEPTA PANTHENOL PLUS CARBAMIDE BODY LOTION 120 ML,HEPTA PANTHENOL PLUS CARBAMIDE BODY LOTION 120 ML,هيبتا بانثينول بلس كارباميد لوسيون للجسم 120 مل,2595295.0,100.0,algo_match,brand_index,,
89138,HEPTA PANTHENOL RICH BODY LOTION 100 ML,HEPTA PANTHENOL BODY LOTION RICH 100 ML,هيبتا بانثينول ريتش لوسيون للجسم 100 مل,2474227.0,100.0,algo_match,brand_index,,
88238,HEPTA PANTHENOL RICH BODY LOTION 250 ML,HEPTA PANTHENOL BODY LOTION RICH 250 ML,هيبتا بانثينول ريتش لوسيون للجسم 250 مل,1766702.0,100.0,algo_match,brand_index,,
81091,herba trend 10 bags,HERBATREND 10 SACHETS,هيرباتريند 10 اكياس,,81.2,ai_confirmed,ai_verified,0.0,
91647,HERBA TREND 25 BAGS,HERBATREND 25 SACHETS,هيرباتريند 25 اكياس,,81.2,ai_confirmed,ai_verified,0.0,
87135,HERBAL SENSATION HAIR MASK WITH ARGAN OIL 600ML,,,,,,no_match,,
22319,HERBAMIX SHAMPOO 200ML,,,,,,no_match,,
87627,HERBANA 30 CAPS,HERBANA 30 CAPS,هيربانا 30 كبسول,2333553.0,100.0,algo_match,brand_index,,
67234,HERMPRO 10 MG 20 TAB,HERMPRO 10 MG 20 F.C. TAB.,هيرمبرو 10 مجم 20 اقراص,1492657.0,90.9,algo_match,brand_index,,
80369,HERO 8CEREALS &APPLE WITH MILK 150GM,,,,,,no_match,,
90837,hero baba potato 120gm,,,,,,no_match,,
47798,HERO BABY APPLE COMPOTE 120GM JAR,,,,,,no_match,,
75263,HERO BABY AR MILK,HERO BABY AR MILK 400 GM,هيرو بيبي ايه ار لبن 400 جم,,82.9,ai_confirmed,ai_verified,0.0,
80500,HERO BABY DIGEST MILK 400G,HERO BABY DIGEST MILK 400 GM,هيرو بيبي دايجست لبن 400 جم,2157366.0,98.2,algo_match,brand_index,,
80664,HERO BABY FEH 400 GM,,,,,,no_match,,
75431,HERO BABY HA MILK,HERO BABY HA MILK 400 GM,هيرو بيبي اتش ايه لبن 400 جم,2607498.0,82.9,ai_confirmed,ai_verified,0.0,
66292,HERO BABY LF MILK,HERO BABY LF MILK 400 GM,هيرو بيبي ال اف لبن 400 جم,1670502.0,82.9,ai_confirmed,ai_verified,0.0,
47796,HERO BABY MILK 1,,,,,,no_match,,
47797,HERO BABY MILK 2,,,,,,no_match,,
47781,HERO BABY MIXED FRUITS JAR,HERO BABY MIXED FRUITS 190 GM,هيرو بيبي فواكه مشكله 190 جرام,1917044.0,80.0,ai_confirmed,ai_verified,0.0,
82606,HERO BABY NUTRADEFENSE 1 PLUS MILK 400 GM,,,,,,no_match,,
58236,HERO BABY Nutradefense 2 MILK,HERO BABY NUTRADEFENSE 2 MILK 400 GM,هيرو بيبي نيوتراديفنس بلس 2 لبن 400 جم,2144527.0,89.2,ai_confirmed,ai_verified,0.0,
58237,HERO BABY Nutradefense PLUS 3 MILK,,,,,,no_match,,
79566,HERO BABY NUTRASENSE 1 MILK,HERO BABY NUTRASENSE 1 MILK 400 GM,هيرو بيبي نيوتراسنس 1 لبن 400 جم,1654947.0,88.5,ai_confirmed,ai_verified,0.0,
80227,HERO baby NUTRASENSE 2 400GM MILK,HERO BABY NUTRASENSE 2 MILK 400 GM,هيرو بيبي نيوتراسنس 2 لبن 400 جم,2575530.0,100.0,algo_match,brand_index,,
81296,HERO BABY NUTRASENSE 3,HERO BABY NUTRASENSE 3 MILK 400 GM,هيرو بيبي نيوتراسنس 3 لبن 400 جم,2455097.0,100.0,algo_match,token_set_ratio,,
64572,HERO BABY PRUNES,,,,,,no_match,,
52222,HERO BABY WHEAT& OAt FOLLOW ON MILK 150 ML,,,,,,no_match,,
57401,HERO BABY YOGHURT PEAR JAR,HERO BABY YOGHURT PEAR JAR 120 GM,هيرو بيبي مهروس كمثري وزبادي 120 جم,2073351.0,88.1,ai_confirmed,ai_verified,0.0,
89743,HERO ORS STRAWBERRY,,,,,,no_match,,
89491,HERO PRO DROP 7.5 ML,HERO PRO 7.5 ML DROPS,هيرو برو 7.5 مل قطره,2158046.0,97.6,algo_match,brand_index,,
90415,HERO VI D3 15ML DROPS,HERO V D 3 DROPS 15 ML,هيرو في دي 3 قطره 15 مل,2584962.0,97.8,algo_match,brand_index,,
89684,HERO VITAMIN D3 + K2 DROPS 10 ML,,,,,,no_match,,
90799,HERORASH CREAM 60 GM,HERORASH CREAM 60 GM,هيروراش كريم 60 جم,,100.0,algo_match,brand_index,,
85884,HEROXACIN 500MG 10 TABS,HEROXACIN 500 MG 10 SCORED F.C. TAB.,هيروكساسين 500 مجم 10 اقراص,2500023.0,88.4,ai_confirmed,ai_verified,0.0,
73250,HEXITOL MOUTHWASH 100 ML,,,,,,no_match,,
89247,HEYA A2Z FEMININE WASH 250 ML,HEYA A 2 Z FEMININE WASH WASH 250 ML,هي ايه تو زد غسول نسائي 250 مل,2114013.0,92.5,algo_match,brand_index,,
21441,HI-CAL SYRUP,HI CAL 1200 MG / 5 ML SYRUP 100 ML,هاي كال 1200 مجم / 5 مل شراب 100 مل,949724.0,100.0,algo_match,token_set_ratio,,
28429,HI-GLITAZONE 15MG TAB,HI GLITAZONE 15 MG 30 TAB.,هاي جليتازون 15 مجم 30 اقراص,2144128.0,93.6,algo_match,brand_index,,
81441,hi-glitazone 30 mg tab,HI GLITAZONE 30 MG 30 TAB.,هاي جليتازون 30 مجم 30 اقراص,905414.0,93.6,algo_match,brand_index,,
3676,HI POTENCY FORMULA30 CAP,HI POTENCY FORMULA 30 TABS.,هاي بوتنسي فورميولا 30 اقراص,2340996.0,82.4,ai_confirmed,ai_verified,0.0,
79365,HI_COOL MASSAGE CREAM 100 GM,HI COOL MASSAGE CREAM 100 GM,هاي كول كريم مساج 100 جم,1655360.0,82.1,ai_confirmed,ai_verified,0.0,
73234,HIBIOTIC 1000 MG 16 TAB,,,,,,no_match,,
3454,HIBIOTIC 375 MG 20 TAB,HIBIOTIC 375 MG 20 TABS.,هاي بيوتك 375 مجم 20 اقراص,1941853.0,97.8,algo_match,brand_index,,
73798,HIBIOTIC 625 MG 16 TAB ANTI_B,HIBIOTIC 625 MG 16 TAB.,هاي بيوتك 625 مجم 16 اقراص,2195106.0,86.3,ai_confirmed,ai_verified,0.0,
77113,HIBIOTIC N 228.5 SUSP,HIBIOTIC N 228 MG / 5 ML SUSP. 60 ML,هاي بيوتك ان 228 مجم / 5 مل شراب 60 مل,1946493.0,83.3,ai_confirmed,ai_verified,0.0,
73646,HIBIOTIC N 457 MG SUSP 60 ML,HIBIOTIC N 457 MG / 5 ML SUSP. 60 ML,هاي بيوتك ان 457 مجم / 5 مل شراب 60 مل,905410.0,88.9,ai_confirmed,ai_verified,0.0,
73989,HIBIOTIC N 600 MG SUSP,HIBIOTIC N 600 MG SUSP. 80 ML,هاي بيوتك ان 600 مجم شراب 80 مل,2160143.0,88.0,ai_confirmed,ai_verified,0.0,
75445,HIDERM CREAM 50 GM,HIDERM CREAM 50 GM,هاي ديرم كريم 50 جم,2128091.0,100.0,algo_match,brand_index,,
28428,HIDERM LOTION 100 ML,HIDERM TOPICAL LOTION 100 ML,هاي ديرم لوسيون 100 مل,1744799.0,83.3,ai_confirmed,ai_verified,0.0,
61237,HIDERM SOAP 75 GM,,,,,,no_match,,
75854,HIDRASEC 100MG. 10CAPS,HIDRASEC 100 MG 10 CAPS.,هيدراسيك 100 مجم 10 كبسول,1754281.0,100.0,algo_match,brand_index,,
28957,HIGH SEAS SYP,,,,,,no_match,,
73385,HIHAEM IRON 1000 MG 30 CAP,,,,,,no_match,,
60912,HIMAX SPRAY 100 ML,HIMAX TOPICAL SPRAY 100 ML,هاي ماكس بخاخ موضعي 100 مل,2112917.0,81.8,ai_confirmed,ai_verified,0.0,
47994,HIMAX CREAM 30 GM,HIMAX CREAM 30 GM,هاي ماكس كريم 30 جم,945856.0,100.0,algo_match,brand_index,,
88578,HIMAX VIT SYRUP,HIMAX VIT SYRUP 120 ML,هاي ماكس فيت شراب 120 مل,1880309.0,81.1,ai_confirmed,ai_verified,0.0,
19410,HIPAMAX 20CAP,HIPAMAX 20 CAPSULES,هيباماكس 20 كبسول,2585431.0,84.8,ai_confirmed,ai_verified,0.0,
23264,HIPAMAX PLUS 20CAP,HIPAMAX PLUS 20 CAPS.,هيباماكس بلس 20 كبسول,2402328.0,97.4,algo_match,brand_index,,
60792,HIPANTHEN PLUS CREAM 60 GM,HIPANTHEN PLUS CREAM 60 GM,هاي بانتين بلس كريم 60 جم,2685136.0,100.0,algo_match,brand_index,,
62382,HIPANTHEN PLUS SKIN LOTION 120ML,HIPANTHEN PLUS TOPICAL LOTION 120 ML,هاي بانتين بلس لوسيون 120 مل,2616617.0,87.0,ai_confirmed,ai_verified,0.0,
76486,HISATRUP 10MG 30TAB,HISATRUP 10 MG 30 F.C. TABS.,هيساتروب 10 مجم 30 اقراص,2462411.0,89.4,ai_confirmed,ai_verified,0.0,
16853,HISTAFREE TAB,HISTAFREE 120 MG 10 TAB.,هيستافري 120 مجم 10 اقراص,2471548.0,100.0,algo_match,token_set_ratio,,
90223,HISTAMEDIZEN 30MG/ML,HISTAMEDIZEN 30 MG / 5 ML SUSP,هيستاميدزين شراب,2427473.0,83.3,ai_confirmed,ai_verified,0.0,
80361,HISTAZINE1 20 TABS,HISTAZINE 1 10 MG 20 TABS,هيستازين 1 10 مجم 20 اقراص,2156219.0,86.4,ai_confirmed,ai_verified,0.0,
40004,HISTAZINE1 DROPS,HISTAZINE 1 100 MG / 10 ML ORAL DROPS 10 ML,هيستازين 1 100 مجم / 10 مل قطره فمويه 10 مل,,100.0,algo_match,token_set_ratio,,
73501,HISTAZINE1 SYRUP 100 ML,HISTAZINE 1 0.1 % SYRUP 100 ML,هيستازين 1 0.1 % شراب 100 مل,905462.0,88.9,ai_confirmed,ai_verified,0.0,
48178,HISTOTEC 16 MG 20 TAB,HISTOTEC 16 MG 20 F.C. TAB.,هيستوتك 16 مجم 20 اقراص,2036773.0,91.3,algo_match,brand_index,,
90642,HOFFLASE ORAL DROPS 20ML,HOFFLASE ORAL DROP 20 ML,هوفليز قطره بالفم 20 مل,,98.0,algo_match,brand_index,,
86438,HOSTI REST SYRUP 120 ML,HOSTI REST SYRUP 120 ML,هوستي ريست شراب 120 مل,,100.0,algo_match,brand_index,,
89198,HPG GINKGO 40 MG 20 F.C. TABS,HPG GINKGO 40 MG 20 TAB,اتش بي جي جينكو 40 مجم 20 اقراص,,90.2,algo_match,brand_index,,
74688,HUMALOG 100 U/ MI KWIKPEN,,,,,,no_match,,
77255,HUMALOG 100U/ML 5-CARTRIDGES,HUMALOG 100 I.U. / ML ( 5 CARTRIDGES),هيومالوج 100 وحده / مل 5 خرطوشه,,83.1,ai_confirmed,ai_verified,0.0,
65508,HUMAN ALBUMIN 20% 1 VIAL 50 ML,,,,,,no_match,,
91924,HUMAXIN MIX 70/30 100 I.U./ML 5*3ML PENFILLS,,,,,,no_match,,
72337,HUMIRA 40MG/0.8ML 2 AMP,,,,,,no_match,,
10660,HUMULIN 70/30 5 CARTRIDGES ممنوع التجزئة,,,,,,no_match,,
85152,HUNTER CREAM 50MG,HUNTER CREAM 50 GM,هانتر كريم 50 جم,1992800.0,83.3,ai_confirmed,ai_verified,0.0,
85850,HYACARENOL 10ML EYE DROPS,HYACARENOL EYE DROPS 10 ML,هياكيرينول قطره عين 10 مل,2146818.0,100.0,algo_match,brand_index,,
79356,HYALO 4 100GM CREAM,HYALO 4 CONTROL CREAM 100 GM,هيالو 4 كونترول كريم 100 جم,1652059.0,83.3,ai_confirmed,ai_verified,0.0,
68861,HYALO4 CONTROL CREAM 25 GM,HYALO 4 CONTROL CREAM 25 GM,هيالو 4 كونترول كريم 25 جم,2471512.0,100.0,algo_match,brand_index,,
84114,hyalo4 skin cream,HYALO 4 SKIN CREAM 25 GM,هيالو 4 سكين كريم 25 جم,2086859.0,85.7,ai_confirmed,ai_verified,0.0,
68860,HYALO4 SKIN GEL 30 GM,HYALO 4 SKIN GEL 30 GM,هيالو 4 سكين جل 30 جم,1824253.0,100.0,algo_match,brand_index,,
90597,HYALONE 60MG,HYALONE 60 MG / 4 ML INTRA ARTICULAR PREFILLED SYRINGE,هيالون 60 مجم / 4 مل سرنجه,,100.0,algo_match,token_set_ratio,,
91658,HYALONE 60MG 4ML INTRA-ARTICULAR PREFILLED SYRINGE,HYALONE 60 MG / 4 ML INTRA ARTICULAR PREFILLED SYRINGE,هيالون 60 مجم / 4 مل سرنجه,,98.1,algo_match,brand_index,,
90802,HYCYANARO 1.5 % EYE DROPS 5 ML,HYCYANARO EYE DROP 5 ML,هايسيانارو قطره للعين 5 مل,,86.8,ai_confirmed,ai_verified,0.0,
35860,HYDRAFEET CREAM 60 GM,HYDRAFEET CREAM 60 GM,هيدرافيت كريم 60 جم,2465368.0,100.0,algo_match,brand_index,,
89629,HYDRATEARS EYE DROPS 10 ML,HYDRATEARS EYE DROPS 10 ML,هيدراتيرز قطره للعين 10 مل,2065395.0,100.0,algo_match,brand_index,,
73956,HYDRO-SAFE 10 SACHETS,HYDRO SAFE 10 SACHET,هيدروسيف 10 اكياس,1585541.0,97.6,algo_match,brand_index,,
62016,HYDROCORT TOPICAL CREAM 20 GM,HYDROCORT 0.1 % TOPICAL CREAM 20 GM,هيدروكورت 0.1 % كريم موضعي 20 جم,2500849.0,90.6,algo_match,brand_index,,
78253,Hydrocortisone 100mg VIAL,,,,,,no_match,,
73558,HYDROFERRIN DROPS 30 ML,HYDROFERRIN 50 MG / ML ORAL DROPS 30 ML,هيدروفيرين 50 مجم / مل قطره 30 مل,,100.0,algo_match,token_set_ratio,,
90265,HYDROFERRIN SYR 50MG/5ML,,,,,,no_match,,
85043,HYDROFUSIDIC CREAM,HYDROFUSIDIC CREAM 20 GM,هيدروفيوسيديك كريم 20 جم,2059542.0,85.7,ai_confirmed,ai_verified,0.0,
10702,HYDROQUINE 200 MG 20 TAB,HYDROQUINE 200 MG 20 TABS.,هيدروكين 200 مجم 20 اقراص,2437663.0,98.0,algo_match,brand_index,,
28532,HYFRESH 0.2% EYE DROPS 10 ML,HYFRESH 0.2 % EYE DROPS 10 ML,هاي فريش 0.2 % قطره 10 مل,1407451.0,94.7,algo_match,brand_index,,
79613,HYGI-TADINE 5MG TABS,HYGI TADINE 5 MG 20 F.C. TABS.,هايجي تادين 5 مجم 20 اقراص,2644704.0,85.7,ai_confirmed,ai_verified,0.0,
90925,HYPEROIL 50ML,HYPEROIL 50 ML GLASS DROPPING BOTTLE,هايبر اويل 50 مل زجاجه,,100.0,algo_match,token_set_ratio,,
92688,HYPOTHYRONOR 50 MG 100,,,,,,no_match,,
92505,HYRIMOZ 40 MG/ 0.8 ML 2 PREF SYRINGES,,,,,,no_match,,
76411,HYSTROGEST 200 MG 30 CAPS,HYSTROGEST 200 MG 30 S.G.CAPS.,هيستروجست 200 مجم 30 كبسول,2471549.0,92.6,algo_match,brand_index,,
77265,HYZAAR 100/12.5,,,,,,no_match,,
74343,HYZAAR 50/12.5 MG 14 TAB,HYZAAR 50 / 12.5 MG 14 F.C. TAB.,هيزار 50 / 12.5 مجم 14 اقراص,,81.5,ai_confirmed,ai_verified,0.0,
91156,IBANDROCARE 150MG 2 F.C.TAB.,IBANDROCARE 150 MG 2 F.C.TAB,اباندروكير 150 مجم 2 اقراص,901629.0,100.0,algo_match,brand_index,,
90737,IBANDROCARE 150MG 2 TAB,IBANDROCARE 150 MG 2 F.C.TAB,اباندروكير 150 مجم 2 اقراص,901629.0,92.3,algo_match,brand_index,,
59088,IBANDROCARE 2 TAB,IBANDROCARE 150 MG 2 F.C.TAB,اباندروكير 150 مجم 2 اقراص,901629.0,100.0,algo_match,token_set_ratio,,
46331,IBIAMOX 400MG SUSP,IBIAMOX 400 MG / 5 ML SUSP. 80 ML,ابياموكس 400 مجم / 5 مل شراب 80 مل,1883162.0,100.0,algo_match,token_set_ratio,,
3717,IBIAMOX 500MG CAP,IBIAMOX 500 MG 12 CAPS.,ابياموكس 500 مجم 12 كبسول,1876695.0,90.0,algo_match,brand_index,,
73821,IBIDROXIL 1 GM 8 TAB,IBIDROXIL 1 GM 8 F.C. TABS.,ابيدروكسيل 1 جم 8 كبسول,,88.9,ai_confirmed,ai_verified,0.0,
112,IBIDROXIL 250MG SUSP,IBIDROXIL 250 MG / 5 ML SUSP. 60 ML,ابيدروكسيل 250 مجم / 5 مل شراب 60 مل,,100.0,algo_match,token_set_ratio,,
74199,IBIDROXIL 500 MG CAP,IBIDROXIL 500 MG 8 CAPS.,ابيدروكسيل 500 مجم 8 كبسول,,93.0,algo_match,brand_index,,
85321,IBUMENTOL 100 GM GEL,,,,,,no_match,,
79351,IBUMENTOL 50GM GEL,,,,,,no_match,,
78185,ICANDRA PLUS 50/1000 30-TAB,,,,,,no_match,,
82877,ICOSALIP 1GM 20CAPS,ICOSALIP 1 GM 20 CAPS,ايكوزاليب 1 جم 20 كبسول,1336523.0,100.0,algo_match,brand_index,,
80521,IDELOX 5 ML EYE DPS,IDELOX 0.5 % EYE DROPS 5 ML,ايدلوكس 0.5 % قطره 5 مل,2143627.0,82.6,ai_confirmed,ai_verified,0.0,
89490,IDOMALTOL 30 MG 56 CAPS,IDOMALTOL 30 MG 56 CAPS,ايدوماتول 56 كبسول,2532998.0,100.0,algo_match,brand_index,,
92052,IGEA MARINE COLLAGEN 60CAPS,IGEA MARINE COLLAGEN 60 CAPSULES,ايجيا مارين كولاجين 60 كبسول,,93.3,algo_match,brand_index,,
77520,iksaront 2.5mg tab,IKSARONT 2.5 MG 30 F.C. TABS.,ايكسارونت 2.5 مجم 30 اقراص,2157312.0,82.6,ai_confirmed,ai_verified,0.0,
79592,IKSARONT 5 MG 30 F.C. TABS,IKSARONT 5 MG 30 F.C. TABS.,اكسارونت 5 مجم 30 اقراص,901902.0,100.0,algo_match,brand_index,,
88625,ILEX YEAST 20TAB,ILEX YEAST 20 TAB,ايليكس يست 20 اقراص,2549227.0,100.0,algo_match,brand_index,,
91782,IMATINIB 400 MG,,,,,,no_match,,
90945,IMEGLISPIRE 500MG 30 TAB,IMEGLISPIRE 500 MG 30 F.C. TABS,اميجليسبير 500 مجم 30 اقراص,2293078.0,90.9,algo_match,brand_index,,
19004,IMIGRAN 50MG TAB,IMIGRAN 50 MG 2 F.C. TAB.,ايميجران 50 مجم 2 اقراص,,85.0,ai_confirmed,ai_verified,0.0,
57415,IMIPRAMINE 25 MG 50 TAB,IMIPRAMINE 25 MG 50 TAB.,ايمبرامين 25 ق,2683288.0,100.0,algo_match,brand_index,,
81201,immuguard colostrum SACHS,,,,,,no_match,,
67381,IMMUGUARD14 SACHETS,IMMUGUARD 14 SACHETS,اميوجارد 14 اكياس,2435243.0,100.0,algo_match,brand_index,,
73728,IMMULANT 20 CAP,IMMULANT 20 CAPS,اميولانت 20 كبسول,2468455.0,96.8,algo_match,brand_index,,
26932,IMMULANT PLUS CAP,IMMULANT PLUS 20 CAPS,اميولانت بلس 20 كبسول,2312452.0,89.5,ai_confirmed,ai_verified,0.0,
73509,IMMULANT SYRUP,IMMULANT SYRUP 120 ML,اميولانت شراب 120 مل,1766233.0,80.0,ai_confirmed,ai_verified,0.0,
91983,IMMUNE BCG-T 90MG 3ML VIAL,,,,,,no_match,,
82663,IMMUNIPHAR 30 TABS,,,,,,no_match,,
89069,IMMUNIZZARE KIDS SYRUP 120 ML,,,,,,no_match,,
40138,IMMUNO-MASH 30 F.C.TABS.,IMMUNO MASH D D 3 10.000 I.U. 30 F.C.TABS,امينوماش اقراص 120,2645945.0,100.0,algo_match,token_set_ratio,,
85206,IMMUNO-MASH D (D3) 10.000 I.U. 30 F.C.TABS.,IMMUNO MASH D D 3 10.000 I.U. 30 F.C.TABS,امينوماش اقراص 120,2645945.0,92.5,algo_match,brand_index,,
85655,IMMUNO-MASH D VITAMIN D3 5000 TAB,,,,,,no_match,,
22222222,IMMUNO-MASH KIDS SYRUP 100 ML,IMMUNO MASH KIDS SYRUP 100 ML,اميونو ماش كيدز 100 مل شراب,2164440.0,100.0,algo_match,brand_index,,
78588,IMMUNO-MASH VITAMIN C & ZINC,,,,,,no_match,,
12382,IMODIUM 6CAP IMPORTED,,,,,,no_match,,
81003,imoflora 10 tab,IMOFLORA 2 / 125 MG 10 TAB,ايموفلورا 2 / 125 مجم 10 اقراص,,100.0,algo_match,token_set_ratio,,
92707,IMP ARENCIA CREAM 30 ML,,,,,,no_match,,
57268,IMP B COMPLEX Puritans Pride 90tab,,,,,,no_match,,
31254,imp BEPANTHENE 250 MG 6 AMP,,,,,,no_match,,
68678,imp CO Q 10 100 MG 60 TAB,,,,,,no_match,,
85260,IMP CYTOTIC 42 TAB,,,,,,no_match,,
54168,imp DHEA 50 MG 60 TAB (NATROL),,,,,,no_match,,
20998,imp DIANE 35 TAB,,,,,,no_match,,
22552,IMP DOOZ 14000 DELAY SPRAY F/MEN WITH VIT.E,,,,,,no_match,,
92571,IMP FERRARI CHOCALATE FOR WOMEN,,,,,,no_match,,
19670,IMP FOLIC ACID 400MG 250 TAB (PURITANS PRIDE)$$$,,,,,,no_match,,
57612,imp FOLIC ACID 800 MCG 250 TAB PURITANS PRIDE,,,,,,no_match,,
91800,IMP GONAPURE 150 مستورد,,,,,,no_match,,
91864,IMP GONAPURE 75 I.U./ML I.M./S.C. VIAL,,,,,,no_match,,
48177,IMP HYDREA CAPSULES 500 MG 100 CAP,,,,,,no_match,,
29049,imp HYDROCORTISONE -POS N 2.5% EYE OINTMENT,,,,,,no_match,,
91350,imp iron tab,,,,,,no_match,,
56079,IMP KENACORT-A ORABASE 5 G ORAL,,,,,,no_match,,
90,IMP LAVEZONE ONE TAB,,,,,,no_match,,
58805,IMP METHYCOBAL INJECTION 500 MG 10 AMP,,,,,,no_match,,
90530,imp mfs plus,,,,,,no_match,,
59305,imp MOOV RAPID RELIFE 100 G,,,,,,no_match,,
57482,imp MOOV SPRAY RAPID RELIFE 150 ML,,,,,,no_match,,
56875,IMP MOVE FREE ADVANCED PLUS 1500MGMSM 120TAB GREEN,,,,,,no_match,,
60441,IMP PANADOL ADVANCE 24 TAB,,,,,,no_match,,
68673,imp PERFECTIL MAX 28 TAB,,,,,,no_match,,
72475,IMP PERFECTIL PLUS hair EXTRA SUPPORT 60 TAB,,,,,,no_match,,
92728,IMP PRIMARIN - E VAGINAL CREAM 14 MG,,,,,,no_match,,
75247,imp PROGYNOVA 2MG BAYER,,,,,,no_match,,
